0.41  0.026487
0.42  0.029989
0.43  0.030978
0.44  0.031718
0.45  0.035586
0.46  0.036322
0.47  0.036575
0.48  0.036740
0.49  0.036951
0.50  0.040153
0.51  0.048282
0.52  0.066915
0.53  0.086022
0.54  0.094136
0.55  0.097291
0.56  0.094947
0.57  0.081970
0.58  0.071452
0.59  0.064474
0.60  0.062867
0.61  0.059324
0.62  0.055786
0.63  0.053174
0.64  0.049086
0.65  0.043870
0.66  0.041578
0.67  0.039069
0.68  0.038970
0.69  0.049019
0.70  0.091379
0.71  0.163718
0.72  0.254559
0.73  0.372036
0.74  0.496435
0.75  0.600737
0.76  0.660214
0.77  0.678318
0.78  0.687648
0.79  0.693670
0.80  0.697340
0.81  0.700283
0.82  0.704529
0.83  0.702740
0.84  0.706344
0.85  0.707888
0.86  0.704440
0.87  0.704296
0.88  0.701953
0.89  0.705887
0.90  0.705305
0.91  0.704206
0.92  0.701151
0.93  0.697079
0.94  0.690606
0.95  0.679567
0.96  0.660502
0.97  0.657557
0.98  0.659765
0.99  0.658722
1.00  0.666854
1.01  0.672135
1.02  0.680411
1.03  0.688467
1.04  0.694065
1.05  0.695417
1.06  0.698622
1.07  0.698425
1.08  0.699018
1.09  0.698040
1.10  0.692267
